S1,1,61.15
S1,1,58.52
S1,1,75.23
S1,0,39.51
S1,1,65.61
S1,0,48.36
S1,0,40.92
S1,0,37.42
S1,1,66.9
S1,0,23.72
S1,0,39.32
S1,0,29.39
S1,1,54.41
S1,1,72.9
S1,0,43.95
S1,0,37.95
S1,0,40.71
S1,1,73.25
S1,1,66.02
S1,1,63.78
S1,0,22.2
S1,1,59.82
S1,0,43.61
S1,1,72.22
S1,1,74.27
S1,1,58.57
S1,1,52.28
S1,1,63.8
S1,1,63.59
S1,0,32.6
S1,0,38.74
S1,0,36.76
S1,0,33.16
S1,0,28.35
S1,0,38.85
S1,1,78.45
S1,0,29.52
S1,0,25.08
S1,0,38.72
S1,1,51.12
S1,1,65.66
S1,0,46.87
S1,1,56.9
S1,1,52.88
S1,0,42.78
S1,1,60.22
S1,1,71.04
S1,0,34.45
S1,0,49.94
S1,0,47.51
S1,1,74.26
S1,0,45.65
S1,1,64.3
S1,1,70.74
S1,0,28.24
S1,1,71.32
S1,1,79.65
S1,1,72.82
S1,0,41.51
S1,0,40.66
S1,0,43.44
S1,0,49.16
S1,1,56.83
S1,0,20.38
S1,0,25.38
S1,0,30.41
S1,1,68.67
S1,1,56.36
S1,0,26.36
S1,0,41.11
S1,1,78.05
S1,0,29.39
S1,1,67.36
S1,1,72.73
S1,1,69.57
S1,1,71.37
S1,0,23.48
S1,0,38.78
S1,1,54.8
S1,1,62.51
S1,0,20.24
S1,0,32.97
S1,1,64.62
S1,0,24.57
S1,0,24.66
S1,0,20.78
S1,1,58.14
S1,1,59.39
S1,0,33.99
S1,1,65.68
S1,0,20.67
S1,0,46.49
S1,0,32.08
S1,1,50.45
S1,1,58.37
S1,1,60.65
S1,1,70.78
S1,0,42.97
S1,1,66.72
S1,0,24.19
S1,1,71.5
S1,1,67.62
S1,0,28.79
S1,1,54.82
S1,0,42.51
S1,0,48.13
S1,0,32.48
S1,0,20.63
S1,0,42.88
S1,1,79.72
S1,1,71.34
S1,1,79.96
S1,1,69.19
S1,0,48.32
S1,0,47.97
S1,1,59.16
S1,1,70.4
S1,0,25.5
S1,0,37.72
S1,1,76.23
S1,1,76.36
S1,0,38.11
S1,0,33.55
S1,1,77.2
S1,0,26.74
S1,1,69.0
S1,0,33.66
S1,1,61.93
S1,1,60.69
S1,0,37.91
S1,0,33.74
S1,0,45.74
S1,0,39.01
S1,1,78.77
S1,1,50.19
S1,1,51.12
S1,0,38.4
S1,1,79.14
S1,1,74.94
S1,0,37.49
S1,1,56.93
S1,0,37.6
S1,0,47.37
S1,1,73.31
S1,1,74.01
S1,0,30.91
S1,1,53.68
S1,0,43.15
S1,0,38.39
S1,0,46.82
S1,1,72.47
S1,0,46.68
S1,1,67.59
S1,0,39.26
S1,1,75.8
S1,0,27.08
S1,0,34.38
S1,0,43.6
S1,0,34.14
S1,0,29.54
S1,0,46.82
S1,1,66.56
S1,1,50.07
S1,0,32.27
S1,1,50.84
S1,1,63.69
S1,1,71.34
S1,0,48.22
S1,0,36.55
S1,1,59.34
S1,0,49.01
S1,1,77.37
S1,1,77.97
S1,0,41.01
S1,0,26.02
S1,1,59.16
S1,0,35.17
S1,0,25.14
S1,0,32.27
S1,1,56.15
S1,1,53.62
S1,0,23.99
S1,0,20.75
S1,1,77.75
S1,1,79.15
S1,0,49.57
S1,0,25.47
S1,1,52.08
S1,0,27.76
S1,1,60.18
S1,1,77.17
S1,1,62.32
S1,1,62.23
S1,1,54.94
S1,1,51.24
S1,1,56.9
S1,0,44.79
S1,1,64.15
S1,0,35.17
S1,1,53.11
S1,0,32.11
S1,1,60.62
S1,1,71.03
S1,0,33.95
S1,1,77.46
S1,0,46.4
S1,1,68.43
S1,1,69.3
S1,0,26.32
S1,0,28.28
S1,0,34.03
S1,1,77.79
S1,1,68.61
S1,1,55.44
S1,1,56.6
S1,1,73.64
S1,1,79.93
S1,0,38.22
S1,1,69.87
S1,1,73.79
S1,1,74.36
S1,1,75.6
S1,0,45.68
S1,1,62.78
S1,0,30.41
S1,1,56.58
S1,0,48.1
S1,0,26.93
S1,0,31.86
S1,0,25.46
S1,0,34.08
S1,0,36.68
S1,1,70.94
S1,1,52.87
S1,1,67.39
S1,0,34.18
S1,0,20.86
S1,1,59.19
S1,0,40.5
S1,1,62.92
S1,1,56.53
S1,1,66.46
S1,0,40.94
S1,0,48.04
S1,0,41.09
S1,1,78.12
S1,1,77.17
S1,0,47.42
S1,0,35.71
S1,1,50.66
S1,1,62.32
S1,0,39.29
S1,0,24.72
S1,1,74.65
S1,0,26.12
S1,0,33.01
S1,0,20.73
S1,0,31.41
S1,1,62.98
S1,1,63.27
S1,0,48.73
S1,1,63.55
S1,1,62.37
S1,0,47.0
S1,1,68.08
S1,0,44.98
S1,0,40.67
S1,0,40.9
S1,1,68.59
S1,0,31.09
S1,0,49.61
S1,1,76.49
S1,0,29.83
S1,0,43.43
S1,0,41.68
S1,0,32.47
S1,0,38.61
S1,1,78.75
S1,0,46.87
S1,0,21.79
S1,1,70.13
S1,0,39.43
S1,0,24.18
S1,0,27.01
S1,0,31.5
S1,1,74.45
S1,1,74.25
S1,1,56.28
S1,1,75.2
S1,1,51.49
S1,0,29.15
S1,1,61.03
S1,0,24.49
S1,1,79.74
S1,1,57.98
S1,1,78.8
S1,0,34.8
S1,1,78.93
S1,1,79.81
S1,0,37.48
S1,0,21.48
S1,0,32.11
S1,0,42.35
S1,1,73.61
S1,1,63.79
S1,1,78.8
S1,1,70.9
S1,0,43.59
S1,0,48.13
S1,0,21.64
S1,1,69.18
S1,0,46.27
S1,1,63.05
S1,0,45.06
S1,1,74.65
S1,1,70.57
S1,0,39.03
S1,0,25.87
S1,0,37.38
S1,0,38.3
S1,0,28.08
S1,0,26.81
S1,0,39.23
S1,1,52.5
S1,1,59.47
S1,0,49.91
S1,1,66.26
S1,0,33.86
S1,1,65.58
S1,1,54.23
S1,0,27.97
S1,0,39.71
S1,0,26.77
S1,1,71.74
S1,0,42.9
S1,0,28.37
S1,1,56.29
S1,1,72.86
S1,1,74.71
S1,1,69.46
S1,1,65.64
S1,0,20.43
S1,0,20.5
S1,1,52.8
S1,0,21.9
S1,1,55.34
S1,1,74.18
S1,0,42.83
S1,1,69.49
S1,1,50.83
S1,0,41.11
S1,0,37.21
S1,0,36.77
S1,0,47.69
S1,1,76.55
S1,0,35.69
S1,1,57.63
S1,0,48.51
S1,1,74.42
S1,0,36.33
S1,1,76.1
S1,0,38.79
S1,1,56.34
S1,0,22.63
S1,1,65.31
S1,1,50.93
S1,0,40.92
S1,1,64.34
S1,0,42.48
S1,1,50.57
S1,1,67.82
S1,0,27.02
S1,0,37.84
S1,1,68.1
S1,1,54.6
S1,0,20.54
S1,0,26.15
S1,0,48.31
S1,1,59.58
S1,1,77.52
S1,0,37.19
S1,0,37.64
S1,0,31.02
S1,0,36.79
S1,1,66.22
S1,0,23.54
S1,1,55.08
S1,1,65.79
S1,0,33.26
S1,0,24.21
S1,0,30.85
S1,0,38.68
S1,1,56.73
S1,1,69.2
S1,1,63.73
S1,0,36.34
S1,1,75.66
S1,0,40.2
S1,1,72.68
S1,1,63.08
S1,0,30.38
S1,0,34.21
S1,0,33.19
S1,1,79.64
S1,0,49.14
S1,0,37.93
S1,0,40.91
S1,0,35.8
S1,0,32.42
S1,0,21.38
S1,1,65.65
S1,1,63.01
S1,0,23.26
S1,1,55.25
S1,0,30.01
S1,1,60.14
S1,0,40.32
S1,1,59.14
S1,0,42.82
S1,0,21.88
S1,0,44.39
S1,0,22.29
S1,0,36.06
S1,0,36.53
S1,0,22.13
S1,0,47.72
S1,0,34.08
S1,1,68.03
S1,1,55.43
S1,1,62.09
S1,0,48.57
S1,0,23.28
S1,1,53.33
S1,1,52.03
S1,0,47.0
S1,0,47.85
S1,1,58.61
S1,1,51.13
S1,0,38.08
S1,0,46.74
S1,0,46.59
S1,1,70.82
S1,0,29.0
S1,0,22.22
S1,1,70.44
S1,0,29.4
S1,0,24.81
S1,1,63.65
S1,0,43.65
S1,1,74.85
S1,1,72.79
S1,1,71.51
S1,1,71.17
S1,1,63.16
S1,1,68.01
S1,1,71.86
S1,0,39.51
S1,0,49.08
S1,1,69.79
S1,0,47.16
S1,1,62.44
S1,0,48.35
S1,0,24.45
S1,0,32.5
S1,0,47.8
S1,0,21.95
S1,0,26.6
S1,1,51.4
S1,0,41.95
S1,1,51.54
S1,1,58.67
S1,1,78.81
S1,0,40.45
S1,1,59.09
S1,1,68.6
S1,1,58.58
S1,0,43.74
S1,1,57.87
S1,0,45.81
S1,1,74.36
S1,1,68.67
S1,1,62.94
S1,0,25.48
S1,1,76.37
S1,0,28.05
S1,1,71.47
S1,1,60.78
S1,0,42.97
S1,0,36.34
S1,0,49.43
S1,1,65.86
S1,0,46.9
S1,0,36.97
S1,0,41.36
S1,0,22.59
S1,1,64.09
S1,0,42.97
S1,0,20.98
S1,0,40.44
S1,0,30.28
S1,1,60.7
S1,1,75.12
S1,1,60.29
S1,0,31.0
S1,0,20.08
S1,0,40.37
S1,1,72.02
S1,1,77.77
S1,0,37.68
S1,0,34.03
S1,1,55.36
S1,0,33.22
S1,0,32.25
S1,1,54.6
S1,0,20.22
S1,0,29.89
S1,0,21.7
S1,0,25.71
S1,1,57.11
S1,0,22.87
S1,1,59.89
S1,1,58.35
S1,0,33.44
S1,1,63.55
S1,1,52.33
S1,0,39.23
S1,1,69.81
S1,1,69.39
S1,0,38.21
S1,0,46.13
S1,0,35.85
S1,1,52.67
S1,1,62.17
S1,1,58.16
S1,0,38.51
S1,1,68.63
S1,1,75.99
S1,1,62.12
S1,0,36.38
S1,1,66.57
S1,1,67.72
S1,0,22.21
S1,0,32.82
S1,0,27.58
S1,1,72.73
S1,1,51.17
S1,0,38.43
S1,1,67.63
S1,1,74.23
S1,1,72.03
S1,0,33.07
S1,1,66.01
S1,0,49.54
S1,1,76.5
S1,0,44.94
S1,0,23.1
S1,0,31.0
S1,0,23.86
S1,1,62.88
S1,1,78.48
S1,0,29.13
S1,1,52.06
S1,1,55.04
S1,1,72.6
S1,1,62.69
S1,1,66.94
S1,0,25.67
S1,1,61.34
S1,1,72.34
S1,1,71.41
S1,1,76.47
S1,1,79.21
S1,0,35.2
S1,0,33.17
S1,0,38.5
S1,0,31.58
S1,0,38.92
S1,1,67.46
S1,1,59.9
S1,1,65.52
S1,0,48.18
S1,0,35.57
S1,0,20.56
S1,0,28.48
S1,0,22.02
S1,1,65.71
S1,0,42.77
S1,0,48.39
S1,0,36.22
S1,0,30.62
S1,1,69.23
S1,1,75.22
S1,1,70.19
S1,0,34.2
S1,1,74.45
S1,0,43.08
S1,0,24.64
S1,0,32.7
S1,0,40.55
S1,0,23.33
S1,1,74.48
S1,1,58.78
S1,1,70.89
S1,1,53.05
S1,0,35.43
S1,1,75.35
S1,1,71.21
S1,0,32.09
S1,0,21.78
S1,0,40.68
S1,0,40.86
S1,0,29.07
S1,1,67.54
S1,0,24.07
S1,0,23.33
S1,0,37.13
S1,1,63.14
S1,0,40.87
S1,1,65.22
S1,1,77.38
S1,1,77.02
S1,0,39.72
S1,0,39.58
S1,0,35.46
S1,0,23.9
S1,1,61.36
S1,0,43.49
S1,1,62.32
S1,0,21.45
S1,0,22.97
S1,0,29.09
S1,1,68.76
S1,1,70.49
S1,0,46.55
S1,1,58.93
S1,1,66.51
S1,1,62.06
S1,1,77.74
S1,1,78.05
S1,0,30.87
S1,0,25.77
S1,1,72.59
S1,0,45.55
S1,0,20.04
S1,1,68.95
S1,0,29.26
S1,0,23.66
S1,0,40.52
S1,1,58.36
S1,0,38.3
S1,1,57.01
S1,1,52.35
S1,0,25.92
S1,1,73.71
S1,1,55.13
S1,1,61.13
S1,0,30.5
S1,0,49.13
S1,0,24.01
S1,1,52.77
S1,1,60.2
S1,0,33.74
S1,0,47.68
S1,1,76.95
S1,0,44.21
S1,1,51.02
S1,0,45.99
S1,1,69.02
S1,1,50.43
S1,0,45.5
S1,1,54.57
S1,0,40.25
S1,0,39.15
S1,0,23.95
S1,0,26.07
S1,0,28.28
S1,0,30.75
S1,0,20.61
S1,0,22.82
S1,0,30.65
S1,1,63.07
S1,0,43.54
S1,0,20.46
S1,0,40.17
S1,1,73.91
S1,0,32.66
S1,0,23.75
S1,0,32.2
S1,1,60.24
S1,1,57.93
S1,0,46.44
S1,0,43.82
S1,1,54.12
S1,0,24.31
S1,0,21.96
S1,1,75.84
S1,1,68.95
S1,1,73.16
S1,0,44.68
S1,1,59.13
S1,1,74.11
S1,0,47.52
S1,1,54.73
S1,1,54.61
S1,1,61.37
S1,1,61.71
S1,0,48.59
S1,0,35.05
S1,0,27.39
S1,1,65.19
S1,0,21.57
S1,1,71.76
S1,1,79.33
S1,0,38.21
S1,0,33.01
S1,0,48.8
S1,0,29.54
S1,0,29.2
S1,1,59.38
S1,1,53.47
S1,0,41.31
S1,0,33.53
S1,0,42.58
S1,0,23.36
S1,1,72.16
S1,0,26.05
S1,0,24.62
S1,0,34.2
S1,1,55.07
S1,0,28.88
S1,1,51.49
S1,1,74.32
S1,1,72.42
S1,1,73.86
S1,0,38.36
S1,0,43.99
S1,1,65.76
S1,1,64.65
S1,1,66.5
S1,1,56.77
S1,1,59.44
S1,0,38.32
S1,0,24.29
S1,1,66.61
S1,1,71.35
S1,0,26.56
S1,1,60.86
S1,0,33.34
S1,0,34.12
